gesture,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62
வணக்கம்,0.0,0.9999999712691534,0.5468442161804457,0.6717334250623669,0.8434643401362075,0.7697543534055109,0.8225273022501883,0.6926015096816587,0.8740735175187186,0.8749912596304039,0.5919518530639023,0.8758277329456438,0.999999827924784,0.5127429375720495,0.8629814066676014,0.4984368260861124,0.4829099586255356,0.999999863146136,0.5110810172532867,0.2897764917810356,0.9406830785789352,0.5324191154961061,0.1619709948089704,0.8361043649143528,0.5342170768131126,0.0431714927556068,0.7340913095262471,0.4051325825211376,0.4723324955119023,0.7438907835697202,0.3875109205773332,0.2656366921665666,0.6627927648133157,0.4265137579888938,0.125765148494049,0.5300536194548373,0.4552021641486141,0.0,0.4144520476639164,0.2850363563418761,0.4834124037499219,0.4620322383295169,0.2886712536079748,0.2839392918799354,0.3654534793686774,0.3336105428751166,0.1544820964672755,0.2675146025012075,0.3606650914318755,0.0418211928899677,0.1807255863874907,0.1908121063300359,0.5131643818294164,0.181138031068422,0.1881736263026547,0.3547677857453098,0.092046385753642,0.2045465615473973,0.2509636334173434,0.0486228944086366,0.2240769548151887,0.1593671508702205,0.0
வணக்கம்,0.9999998848009976,0.9999999708686718,0.6559616924250656,0.4637378205218078,0.8680155866962596,0.8126517852013226,0.2533933439128375,0.6907423547285602,0.8616568588405781,0.1320881657927688,0.588240363502223,0.8210016375188444,0.0,0.5068773699108671,0.758022151496424,0.4747618186805699,0.4830336404542607,0.9999998338848096,0.4769673049518838,0.2951952505752491,0.8397192915883929,0.4598713531513942,0.1620634780817674,0.6633519109160365,0.4414913853710303,0.0457925665482262,0.5276788015022903,0.5834513681384813,0.4806647211345951,0.7501992383657432,0.5692660814388946,0.2734260401812906,0.586116257537041,0.5331213749252081,0.1317699434072002,0.4177595934467991,0.5022260278586556,0.0,0.292270961096277,0.6667160279157548,0.5024321083479587,0.468926168984989,0.6677034156050914,0.2963025289232303,0.3028948335877408,0.6312407949744627,0.1582538120014974,0.1936022577981704,0.5895809995033688,0.0367626135159599,0.1174865919206284,0.7118447264511941,0.5469852593641339,0.1816705556771127,0.724754923485205,0.3747946208044527,0.0724973516749695,0.7120617045526061,0.2631929615926244,0.0374163410821524,0.6897452321665627,0.1651754737210481,0.0
வணக்கம்,0.0,0.9999999706825196,0.5970067008322503,0.6941141842862022,0.8505314993827092,0.8789035838137509,0.8148082057919631,0.6922362681883344,0.9907538973364768,0.8906812667001209,0.5906593300636893,0.99999988057674,0.9999998235741832,0.5168612076691529,0.9880800861141052,0.4432997798271606,0.4981821047745993,0.9783605658835934,0.4428954473888996,0.3050784711448062,0.933370258657079,0.4524106673306536,0.1735051057038557,0.861718804538784,0.4510504488419916,0.0562830886526127,0.7856757886597404,0.3424622141483512,0.4920990286998113,0.7072797690777429,0.3373042151635135,0.2702688454887818,0.6328376209808164,0.3677721628877121,0.1230759140081634,0.5369124189466737,0.376131170824608,0.0,0.4530090905394017,0.2313033926007994,0.5112572845804058,0.4265756698284587,0.2296787017890615,0.289505562233976,0.348067972660049,0.2703953463748764,0.1509127453441676,0.2746219583816499,0.2810988515057979,0.0321457132943541,0.2042290209064068,0.16122611383432,0.5526294014159603,0.157157379803221,0.1536694612950655,0.3801926915387471,0.0838803333460323,0.1781854672752923,0.2668696901698661,0.046021575941514,0.2131710018779542,0.1659995988098218,0.0
வணக்கம்,0.9999998763204768,0.9999999705372936,0.6418714785705666,0.4401502728368066,0.8614383498066435,0.8232576211389858,0.2710815016214962,0.6905284040756527,0.8694784719573785,0.1608815678861604,0.5773677451754962,0.8213188816517584,0.0,0.5069154310639046,0.745915860524734,0.5045192655516803,0.5029866524982513,0.9999998317990292,0.4793634825151313,0.3106414897051767,0.8406263226901498,0.4405785787195939,0.1693766824708119,0.6619301638480375,0.4194677429788351,0.0472958417700848,0.5269788364423093,0.6218124165059139,0.5019821552071937,0.7421161814554472,0.5712133473445422,0.2816987968666329,0.5713396797423409,0.5114274487317149,0.133249375441404,0.3965281881222388,0.4676134524536041,0.0,0.2680924422087407,0.6935046289103045,0.5216443116225709,0.4569773124260414,0.6585007593192702,0.30905527960352,0.2922284118224251,0.5965792287917528,0.1673479316045635,0.1832391175903188,0.5500383762994762,0.0490174482723369,0.1097686561332281,0.6924460277955324,0.5597072076628241,0.1684744766926558,0.6697001103886423,0.3902219973378384,0.0703887612367962,0.6381197391102833,0.2804545021890477,0.0371255226116143,0.6149366695717359,0.1865631569699858,0.0
வணக்கம்,0.0,0.9999999703029592,0.7250829288809302,0.8126196580489186,0.8546033462368774,0.9177606963238868,0.9102903543110714,0.6909024856877037,0.9561079053767404,0.9410363326785428,0.5850783361728648,0.8939707310336449,0.9999997756667304,0.5154013763676754,0.8229305160875003,0.1721094189161632,0.497473105209556,0.9999998506109904,0.3121918884604176,0.3034746435074032,0.8740314906986353,0.4195507636501827,0.168373964391894,0.7392701823739448,0.5055536593019784,0.0515026473091643,0.6218198582207656,0.0377692562388788,0.4987394215630653,0.7282271694338894,0.2531669374699293,0.271603262832611,0.5857585932003215,0.4040480728094215,0.1230845688974774,0.4413745568037394,0.4877343898963027,0.0,0.3270783708275793,0.0507039879835832,0.5214145204611983,0.4408972039795332,0.318656245789179,0.3007932354446222,0.3213015251397345,0.4668911998992537,0.1597951755701155,0.222703081918068,0.5418460549203965,0.0432547752364613,0.1378775824471751,0.2350695449234154,0.5600378772758577,0.1524065272985526,0.4373339305327688,0.3940131651405719,0.0759399752539024,0.5539350516334656,0.2828268190287197,0.04313327284999,0.6560396725832124,0.1887437975603753,0.0
வணக்கம்,0.9999998727687118,0.9999999694758648,0.4530838498112308,0.4163686423235878,0.8579722344475543,0.6735971645763612,0.2474217420306239,0.6944003083301892,0.7651934296541713,0.1390122517820375,0.5882465670219861,0.7542957244742763,0.0,0.5131576516506113,0.722983845095067,0.4428482137282445,0.4862875887906672,0.9999998110471352,0.430877539425684,0.2936549750377149,0.8963817232624205,0.3755492875557942,0.1576775889910918,0.7380910562083441,0.3237398148283738,0.0409102201570969,0.6140523710978201,0.5601759890448139,0.4868608755036817,0.7328420948344349,0.514548647259077,0.2746336275557741,0.6306476006498472,0.4237929629711689,0.1299768880834587,0.4802743938704314,0.3537449905936642,0.0,0.3609324242358229,0.6360610396679194,0.5076916876013907,0.428271708112163,0.589040595019097,0.2992835007112068,0.3221818340750004,0.4949360036852525,0.1626023783884998,0.240452432765104,0.4346951114522339,0.0503691780148003,0.1770045252857839,0.6458848036790292,0.5422408086321386,0.1171854203118995,0.613108589339044,0.3746183053217561,0.0480434375913868,0.5629075930256706,0.2655407290019695,0.028135440955073,0.522052595451908,0.1726520890095031,0.0
வணக்கம்,0.0,0.9999999695364552,0.6445017894121353,0.6777753958107184,0.8456574450647719,0.9400484838630414,0.7706758809533951,0.681601283974856,0.9999998630406832,0.822946481320395,0.5779299659851012,0.9503257086289212,0.9999998133879892,0.5019669162895938,0.8822622454795458,0.2303138743271245,0.5092815592073612,0.919544468907468,0.3510289459142537,0.3019214918476481,0.8313949064459552,0.4543410614895499,0.1669241678639734,0.7393778130257501,0.5708538853576005,0.0588209214575552,0.659953460943845,0.1152603805298603,0.516954998034311,0.6268579881550875,0.2650569417250289,0.2685555604277613,0.5293384540924199,0.4310941114290033,0.1138523334896858,0.4317242962060013,0.5778685691163009,0.0,0.3508949795637111,0.1445493130176265,0.5414252058789372,0.3354902140416315,0.3537212541736582,0.2988062681553962,0.2738248756148202,0.5277980867980935,0.1514502771845305,0.2131318760202372,0.6653783201217317,0.0407723614490367,0.143671193984829,0.3389839113589591,0.5765532501028027,0.0552869589556219,0.5465452504246716,0.4079856299240463,0.0295970603628486,0.6760363237332225,0.2976945637252495,0.0264437896375066,0.7904969646892296,0.2093851034817565,0.0
வணக்கம்,0.9999998646699858,0.9999999691897008,0.497922275153247,0.4284833326980524,0.873461566854932,0.7467906182728243,0.2637509867099079,0.7099217146913125,0.8262293065817677,0.1636490422434043,0.601139086623374,0.7996530842913228,0.0,0.5195900839063016,0.743068542423087,0.4349032988219447,0.4930113319707749,0.999999804063866,0.365489582924794,0.2933153419050594,0.8866389706116048,0.2961153918850465,0.1526554740217917,0.7168789582158309,0.2517192974645282,0.0329495353487467,0.5889927553289651,0.5564632077095791,0.4861083491302822,0.7131291089489415,0.4719243775029546,0.2699586185932377,0.6305894419734995,0.3738954714757528,0.1233395128165973,0.4666835257732945,0.3000412588438332,0.0,0.3292164337397205,0.6268521389659188,0.5002072265043317,0.399186932392317,0.5402168780574478,0.2924909653595016,0.3265440178777686,0.4284067028724752,0.1517050260798148,0.2383284917974482,0.3531763798991357,0.0410248995362746,0.1549115443251043,0.62779750902462,0.5296107857519033,0.0832484274280616,0.5616474170673195,0.3599828696430713,0.0383657459038205,0.5007339654010492,0.2473770553167912,0.0278844378285754,0.444896634706968,0.1557810897057734,0.0
வணக்கம்,0.0,0.9999999684318676,0.749835393456547,0.6886137085429481,0.8509529602357624,0.9205504149016784,0.799225531306258,0.6813953032597603,0.934502828515807,0.8660631363444566,0.5721311186837642,0.8449427610988014,0.999999805904326,0.4945940322979583,0.7442037777813689,0.2467807315858314,0.4891780137808074,0.9999998153128004,0.4404828742260904,0.2840408557824809,0.843130456314427,0.5458388986114635,0.1490210420150543,0.6775117852899674,0.6054643867471623,0.0396006840312888,0.5447610037951561,0.1297926524368738,0.4956569522744517,0.7201874740121519,0.3391320389193915,0.2650003068036714,0.572156821485248,0.4739739830182739,0.116819684699222,0.4105568455238661,0.5564118110869123,0.0,0.2804204118729322,0.1154956776725018,0.5198510355489202,0.4208565098198306,0.3530721099198204,0.2925733805079271,0.3116219930687162,0.4818114045704051,0.1516431558993566,0.2175295511592904,0.5519317144066217,0.0426086214970744,0.1278780983580293,0.2269092323917681,0.5573663341846565,0.1152150047172498,0.3925704238798304,0.3909449402938361,0.049600402023863,0.4645429312073692,0.2781740041508534,0.0319794835839519,0.5116559633984115,0.1879481106248798,0.0
வணக்கம்,0.0469299598652111,0.9999999679649958,0.7805347023206807,0.62508340532488,0.8088151104108593,0.9662069360093244,0.7724728457685744,0.6035596259759357,0.999999834095086,0.9107066924417658,0.4637683584438525,0.9458475479972912,0.9999998107958684,0.3445350233737035,0.8816036468841821,0.0638286474126772,0.4953964315495716,0.9461914585621628,0.3130725883885549,0.2923301143990588,0.7669359846886313,0.4973578819569234,0.1498727027071652,0.6064580983458568,0.6362548423995371,0.0338857891084118,0.4825832526729445,0.0,0.5118647360221898,0.6913079252090298,0.2989007870561626,0.2802153218396166,0.5210727750139073,0.5203125575006452,0.1310120670608547,0.3721793396359011,0.6832817882922488,0.0,0.2583913268631163,0.1151996651418092,0.5509827590536214,0.427740781427237,0.4189717445908631,0.3163205427779759,0.2782759644026793,0.615066778624183,0.171851541261288,0.2006132394855831,0.7509306702183928,0.0519564914746867,0.1399694676509752,0.4111198234690884,0.5984411943818745,0.166966060715901,0.6050462048177156,0.4223687514716078,0.0596924167577697,0.7298813190172545,0.3029175498622951,0.0295140715515654,0.8392590031477658,0.2038940572445311,0.0
வணக்கம்,0.131763208381209,0.999999967814147,0.7899690298119059,0.5014509635566329,0.8177579068285504,0.9692606251546124,0.6301354532107897,0.6160229076703592,0.9999997983168236,0.7664906947098258,0.4756011979435927,0.94043022991775,0.8589679367899785,0.3563027050910193,0.8766990724025702,0.0,0.5330118326766631,0.9951412018621736,0.3401500501041682,0.3144336258032171,0.804395274501758,0.5802887578286493,0.1649529150681925,0.6353731009722111,0.7712525275201358,0.0438881270866928,0.5078605878144328,0.0107508235575291,0.5436869160316221,0.7226492323124717,0.3668654272190928,0.3043625589806165,0.5378925167889165,0.635521688874334,0.1430274122996613,0.3568343983544219,0.8628807711378735,0.0,0.2210745817392521,0.2143480962654299,0.5660534650151422,0.4374178232682931,0.524800112505042,0.3305891735977987,0.2864071299561289,0.7482355365359067,0.1789909038714534,0.1900641414652792,0.9229222129969812,0.050734990685192,0.1105677384522438,0.6059109225808148,0.5924928331131519,0.1519418145740565,0.7606119722888008,0.4175720625593157,0.0538319271309012,0.8759871426206051,0.3018483653440199,0.0297596663526178,0.999999773006684,0.2022390656783666,0.0
வணக்கம்,0.0130751525864075,0.999999967527042,0.7729261428415652,0.1657304146587639,0.8083082370138155,0.9668956512148226,0.2583980102397825,0.5987758681506986,0.9999998097757647,0.4092777235588371,0.4500645259393612,0.950161176728278,0.4737324567222645,0.3323119385116571,0.8925962097615455,0.0,0.5469698085371782,0.8878774789841665,0.2412208773495335,0.322026290036474,0.7005783389392246,0.4019564767246809,0.1709088791362711,0.5678345519517367,0.53552820441556,0.0509483254493575,0.4776034991216661,0.0155671381534398,0.5603865786582287,0.6261616086255901,0.2660040967355026,0.3057583740042874,0.4359395834102686,0.4572319987640557,0.1396393735457859,0.2945095380854995,0.6141786522857605,0.0,0.2044747432412365,0.2419908119677202,0.5855464582171489,0.3638662032100781,0.4407026230737084,0.330916995462775,0.2092984236763087,0.5911398950910445,0.1691961205627234,0.1286686346520141,0.7160464243466321,0.0399502050214985,0.0774663115469769,0.6637609958103748,0.6162994651915744,0.1073297685323766,0.7731719582995653,0.4268134750675612,0.02104697709868,0.8779221053113386,0.3054753014069529,0.0103898035194696,0.9999997574204808,0.205382960082496,0.0
வணக்கம்,0.3001868250974908,0.9999999668199692,0.6760973626327615,0.4338562722454119,0.8024469420252301,0.9377852395106636,0.5170743728480767,0.5913782273767431,0.9999997698866478,0.7297765431676921,0.4374165210409629,0.9625025913314922,0.7971281715983584,0.31354626478196,0.919700367558306,0.0,0.5415467227637139,0.9448044413401812,0.2849936423924253,0.3165810207967354,0.7563418050466897,0.4794859589379331,0.1656022551563516,0.5867312535713901,0.6533152127473697,0.0423286661437857,0.466611238787846,0.0210140327773448,0.5544475506787238,0.6526061758878007,0.2946990384317262,0.3069744210301852,0.4847499239208178,0.4931284270728815,0.1428293234050726,0.3153825711606168,0.6508703602149604,0.0,0.1867718555190234,0.2624384452501681,0.5764834985076136,0.3561435159053907,0.487681228779237,0.330868205157726,0.2525713809831644,0.6299780925539757,0.1760222763297947,0.1753163130816726,0.7335954314739312,0.0505787724919362,0.1021775784551049,0.72000787701891,0.6030445849728069,0.0640088388375305,0.7878477596906678,0.4205607207712136,0.0224060853573785,0.8787227373162201,0.3026300427065246,0.020360070083281,0.999999599435361,0.2044570205652051,0.0
வணக்கம்,0.0,0.999999966706464,0.7916178875242725,0.1464587719799667,0.8017312467029497,0.9619540488906382,0.4755720733698573,0.5885763780370797,0.99999975326058,0.8841006868825757,0.4370198106954766,0.9525883811271284,0.9624309662190526,0.3181243036572011,0.8963628123413004,0.4424592961539099,0.5570637185963784,0.9721978629039728,0.6822432802664974,0.3325022348304976,0.7290558505202218,0.7826239594007197,0.1736254305750252,0.5257738924580816,0.8606898652664107,0.0434170736704682,0.3880686479649995,0.4434190269306695,0.5631805853994879,0.7084724156335362,0.631831941001151,0.3164597475079511,0.4700759881258409,0.7255110280399801,0.1480091656100828,0.2592868097188791,0.7567236209346531,0.0,0.1152597946359859,0.5313590065411857,0.578353883888735,0.4341680113024772,0.6350815315795624,0.3313502619589673,0.2362615436617652,0.6914743206214421,0.1707846912716736,0.1148827946130986,0.6867610373375854,0.0424405261251106,0.0375174999004741,0.7210139251462974,0.5971996044211415,0.1600321666092264,0.808611045411888,0.4130010274903651,0.0567058497183132,0.9208320759799064,0.2926088487213262,0.0286766816141523,0.9999995379738724,0.1958173296706952,0.0
